step,variant,candidate_tag,node,relationship,patterns,auc,delta_auc,delta_reference,status,run_id,evolution_prompt
6,0,step_6_candidate_0,Executive,MENTIONS_EXECUTIVE,"[[""Article"", ""MENTIONS_EXECUTIVE"", ""Executive""]]",0.6338672768878718,0.06636155606407323,last_accepted_winner,accepted,cc3b710f71c548c7b28052a29827d26b,default
6,1,step_6_candidate_1,Competitor,COMPETES_WITH,"[[""Company"", ""COMPETES_WITH"", ""Competitor""], [""Article"", ""MENTIONS"", ""Competitor""]]",0.4736842105263158,-0.09382151029748276,last_accepted_winner,rejected,cc3b710f71c548c7b28052a29827d26b,default
7,0,step_7_candidate_0,FinancialStatement,MENTIONS_FINANCIAL_STATEMENT,"[[""Article"", ""MENTIONS_FINANCIAL_STATEMENT"", ""FinancialStatement""]]",0.33409610983981697,-0.29977116704805484,last_accepted_winner,rejected,cc3b710f71c548c7b28052a29827d26b,default
7,1,step_7_candidate_1,Investor,MENTIONS_INVESTOR,"[[""Article"", ""MENTIONS_INVESTOR"", ""Investor""]]",0.494279176201373,-0.1395881006864988,last_accepted_winner,rejected,cc3b710f71c548c7b28052a29827d26b,default
1,0,step_1_candidate_0,EconomicIndicator,REFERENCES,"[[""Article"", ""MENTIONS"", ""EconomicIndicator""]]",0.528604118993135,0.006864988558352381,baseline_article_embedding,rejected,1a57b00853a34c499f7b7dd2ab55faf5,fundamental
1,1,step_1_candidate_1,RegulatoryBody,MENTIONS_REGULATORY_BODY,"[[""Article"", ""MENTIONS_REGULATORY_BODY"", ""RegulatoryBody""]]",0.6292906178489703,0.10755148741418774,baseline_article_embedding,accepted,1a57b00853a34c499f7b7dd2ab55faf5,fundamental
2,0,step_2_candidate_0,CreditRating,HAS_CREDIT_RATING,"[[""Company"", ""HAS_CREDIT_RATING"", ""CreditRating""]]",0.6178489702517163,-0.011441647597254079,last_accepted_winner,rejected,1a57b00853a34c499f7b7dd2ab55faf5,fundamental
2,1,step_2_candidate_1,GeographicRegion,LOCATED_IN,"[[""Company"", ""LOCATED_IN"", ""GeographicRegion""]]",0.5606407322654462,-0.06864988558352414,last_accepted_winner,rejected,1a57b00853a34c499f7b7dd2ab55faf5,fundamental
3,0,step_3_candidate_0,MarketEvent,TRIGGERS,"[[""Article"", ""TRIGGERS"", ""MarketEvent""]]",0.5606407322654463,-0.06864988558352403,last_accepted_winner,rejected,1a57b00853a34c499f7b7dd2ab55faf5,fundamental
3,1,step_3_candidate_1,EarningsReport,HAS_EARNINGS_REPORT,"[[""Company"", ""HAS_EARNINGS_REPORT"", ""EarningsReport""]]",0.471395881006865,-0.1578947368421053,last_accepted_winner,rejected,1a57b00853a34c499f7b7dd2ab55faf5,fundamental
4,0,step_4_candidate_0,CorporateAction,ANNOUNCES_CORPORATE_ACTION,"[[""Company"", ""ANNOUNCES_CORPORATE_ACTION"", ""CorporateAction""]]",0.49199084668192217,-0.13729977116704817,last_accepted_winner,rejected,1a57b00853a34c499f7b7dd2ab55faf5,fundamental
4,1,step_4_candidate_1,Industry,OPERATES_IN,"[[""Company"", ""OPERATES_IN"", ""Industry""]]",0.49656750572082375,-0.13272311212814658,last_accepted_winner,rejected,1a57b00853a34c499f7b7dd2ab55faf5,fundamental
5,0,step_5_candidate_0,MarketIndex,MENTIONS_MARKET_INDEX,"[[""Article"", ""MENTIONS_MARKET_INDEX"", ""MarketIndex""]]",0.4759725400457666,-0.15331807780320372,last_accepted_winner,rejected,1a57b00853a34c499f7b7dd2ab55faf5,fundamental
5,1,step_5_candidate_1,Executive,MENTIONS_EXECUTIVE,"[[""Article"", ""MENTIONS_EXECUTIVE"", ""Executive""]]",0.3707093821510298,-0.25858123569794056,last_accepted_winner,rejected,1a57b00853a34c499f7b7dd2ab55faf5,fundamental
6,0,step_6_candidate_0,LegalAction,INVOLVES_LEGAL_ACTION,"[[""Article"", ""INVOLVES_LEGAL_ACTION"", ""LegalAction""], [""Company"", ""INVOLVES_LEGAL_ACTION"", ""LegalAction""], [""RegulatoryBody"", ""INVOLVES_LEGAL_ACTION"", ""LegalAction""]]",0.47139588100686497,-0.15789473684210537,last_accepted_winner,rejected,1a57b00853a34c499f7b7dd2ab55faf5,fundamental
6,1,step_6_candidate_1,Product,MENTIONS_PRODUCT,"[[""Article"", ""MENTIONS_PRODUCT"", ""Product""]]",0.4874141876430206,-0.14187643020594976,last_accepted_winner,rejected,1a57b00853a34c499f7b7dd2ab55faf5,fundamental
7,0,step_7_candidate_0,FinancialStatement,DISCLOSURES,"[[""Article"", ""DISCLOSURES"", ""FinancialStatement""]]",0.5766590389016018,-0.052631578947368585,last_accepted_winner,rejected,1a57b00853a34c499f7b7dd2ab55faf5,fundamental
7,1,step_7_candidate_1,InvestorSentiment,HAS_INVESTOR_SENTIMENT,"[[""Article"", ""HAS_INVESTOR_SENTIMENT"", ""InvestorSentiment""]]",0.5377574370709383,-0.09153318077803207,last_accepted_winner,rejected,1a57b00853a34c499f7b7dd2ab55faf5,fundamental
1,0,step_1_candidate_0,EconomicIndicator,REFERENCES,"[[""Article"", ""MENTIONS"", ""EconomicIndicator""]]",0.402745995423341,-0.24713958810068637,baseline_article_embedding,rejected,3f3a1746b0394cf581b81a8a4f10b181,fundamental
1,1,step_1_candidate_1,RegulatoryBody,MENTIONS_REGULATORY_BODY,"[[""Article"", ""MENTIONS_REGULATORY_BODY"", ""RegulatoryBody""]]",0.6292906178489702,-0.020594965675057142,baseline_article_embedding,accepted,3f3a1746b0394cf581b81a8a4f10b181,fundamental
2,0,step_2_candidate_0,CreditRating,HAS_CREDIT_RATING,"[[""Company"", ""HAS_CREDIT_RATING"", ""CreditRating""]]",0.5652173913043478,-0.06407322654462244,last_accepted_winner,rejected,3f3a1746b0394cf581b81a8a4f10b181,fundamental
2,1,step_2_candidate_1,GeographicRegion,LOCATED_IN,"[[""Company"", ""LOCATED_IN"", ""GeographicRegion""]]",0.32494279176201374,-0.3043478260869565,last_accepted_winner,rejected,3f3a1746b0394cf581b81a8a4f10b181,fundamental
3,0,step_3_candidate_0,Industry,OPERATES_IN,"[[""Company"", ""OPERATES_IN"", ""Industry""]]",0.5263157894736842,-0.10297482837528604,last_accepted_winner,rejected,3f3a1746b0394cf581b81a8a4f10b181,fundamental
3,1,step_3_candidate_1,CorporateAction,TRIGGERS,"[[""Article"", ""TRIGGERS"", ""CorporateAction""], [""Company"", ""TRIGGERS"", ""CorporateAction""]]",0.49656750572082375,-0.13272311212814647,last_accepted_winner,rejected,3f3a1746b0394cf581b81a8a4f10b181,fundamental
4,0,step_4_candidate_0,MarketEvent,REPORTS_ON,"[[""Article"", ""REPORTS_ON"", ""MarketEvent""]]",0.42562929061784893,-0.2036613272311213,last_accepted_winner,rejected,3f3a1746b0394cf581b81a8a4f10b181,fundamental
4,1,step_4_candidate_1,CorporateAction,DESCRIBES_CORPORATE_ACTION,"[[""Article"", ""DESCRIBES_CORPORATE_ACTION"", ""CorporateAction""]]",0.3729977116704805,-0.2562929061784897,last_accepted_winner,rejected,3f3a1746b0394cf581b81a8a4f10b181,fundamental
5,0,step_5_candidate_0,EarningsReport,HAS_EARNINGS_REPORT,"[[""Company"", ""HAS_EARNINGS_REPORT"", ""EarningsReport""]]",0.5011441647597255,-0.12814645308924477,last_accepted_winner,rejected,3f3a1746b0394cf581b81a8a4f10b181,fundamental
5,1,step_5_candidate_1,MarketEvent,DESCRIBES_MARKET_EVENT,"[[""Article"", ""DESCRIBES_MARKET_EVENT"", ""MarketEvent""]]",0.4759725400457666,-0.1533180778032036,last_accepted_winner,rejected,3f3a1746b0394cf581b81a8a4f10b181,fundamental
1,0,step_1_candidate_0,EconomicIndicator,REFERENCES,"[[""Article"", ""MENTIONS"", ""EconomicIndicator""]]",0.6132723112128147,0.09153318077803207,baseline_article_embedding,accepted,831c7ddd855c4991b98a165e10c62625,event_driven
1,1,step_1_candidate_1,EarningsReport,HAS_EARNINGS,"[[""Company"", ""HAS_EARNINGS"", ""EarningsReport""]]",0.49656750572082387,-0.02517162471395873,baseline_article_embedding,rejected,831c7ddd855c4991b98a165e10c62625,event_driven
2,0,step_2_candidate_0,RegulatoryBody,ISSUED_BY,"[[""Article"", ""MENTIONS"", ""RegulatoryBody""], [""EconomicIndicator"", ""ISSUED_BY"", ""RegulatoryBody""]]",0.4462242562929062,-0.16704805491990848,last_accepted_winner,rejected,831c7ddd855c4991b98a165e10c62625,event_driven
2,1,step_2_candidate_1,CreditRating,HAS_CREDIT_RATING,"[[""Company"", ""HAS_CREDIT_RATING"", ""CreditRating""]]",0.39816933638443935,-0.21510297482837532,last_accepted_winner,rejected,831c7ddd855c4991b98a165e10c62625,event_driven
3,0,step_3_candidate_0,RegulatoryAnnouncement,ANNOUNCED_BY,"[[""RegulatoryAnnouncement"", ""ANNOUNCED_BY"", ""Company""], [""Article"", ""MENTIONS"", ""RegulatoryAnnouncement""]]",0.4004576659038902,-0.21281464530892447,last_accepted_winner,rejected,831c7ddd855c4991b98a165e10c62625,event_driven
3,1,step_3_candidate_1,CorporateAction,ANNOUNCES,"[[""Company"", ""ANNOUNCES"", ""CorporateAction""], [""Article"", ""MENTIONS"", ""CorporateAction""]]",0.4508009153318077,-0.16247139588100695,last_accepted_winner,rejected,831c7ddd855c4991b98a165e10c62625,event_driven
4,0,step_4_candidate_0,RegulatoryAnnouncement,ANNOUNCES,"[[""RegulatoryAnnouncement"", ""ANNOUNCES"", ""Company""], [""Article"", ""MENTIONS"", ""RegulatoryAnnouncement""]]",0.4050343249427918,-0.20823798627002288,last_accepted_winner,rejected,831c7ddd855c4991b98a165e10c62625,event_driven
4,1,step_4_candidate_1,MarketSentiment,HAS_SENTIMENT,"[[""Article"", ""HAS_SENTIMENT"", ""MarketSentiment""]]",0.5240274599542334,-0.08924485125858128,last_accepted_winner,rejected,831c7ddd855c4991b98a165e10c62625,event_driven
5,0,step_5_candidate_0,GeographicRegion,LOCATED_IN,"[[""Company"", ""LOCATED_IN"", ""GeographicRegion""], [""Article"", ""MENTIONS"", ""GeographicRegion""]]",0.5491990846681922,-0.06407322654462244,last_accepted_winner,rejected,831c7ddd855c4991b98a165e10c62625,event_driven
5,1,step_5_candidate_1,MarketEvent,ANNOUNCES_EVENT,"[[""Article"", ""ANNOUNCES_EVENT"", ""MarketEvent""]]",0.5194508009153318,-0.09382151029748287,last_accepted_winner,rejected,831c7ddd855c4991b98a165e10c62625,event_driven
6,0,step_6_candidate_0,MarketEvent,ANNOUNCES,"[[""Article"", ""ANNOUNCES"", ""MarketEvent""], [""MarketEvent"", ""RELATES_TO"", ""Company""]]",0.5080091533180778,-0.10526315789473684,last_accepted_winner,rejected,831c7ddd855c4991b98a165e10c62625,event_driven
6,1,step_6_candidate_1,CorporateAction,ANNOUNCES_ACTION,"[[""Article"", ""ANNOUNCES_ACTION"", ""CorporateAction""], [""Company"", ""ANNOUNCES_ACTION"", ""CorporateAction""]]",0.528604118993135,-0.0846681922196797,last_accepted_winner,rejected,831c7ddd855c4991b98a165e10c62625,event_driven
7,0,step_7_candidate_0,RegulatoryAnnouncement,ANNOUNCES_REGULATORY,"[[""RegulatoryAnnouncement"", ""ANNOUNCES_REGULATORY"", ""Company""], [""Article"", ""MENTIONS"", ""RegulatoryAnnouncement""]]",0.6270022883295194,0.013729977116704761,last_accepted_winner,accepted,831c7ddd855c4991b98a165e10c62625,event_driven
7,1,step_7_candidate_1,MarketEvent,TRIGGERS,"[[""Article"", ""TRIGGERS"", ""MarketEvent""], [""MarketEvent"", ""TRIGGERS"", ""Article""]]",0.5148741418764302,-0.09839816933638446,last_accepted_winner,rejected,831c7ddd855c4991b98a165e10c62625,event_driven
1,0,step_1_candidate_0,EconomicIndicator,REFERENCES,"[[""Article"", ""MENTIONS"", ""EconomicIndicator""]]",0.5835240274599542,0.06178489702517165,baseline_article_embedding,accepted,912536a531084b1abe733bf0ef09a945,fundamental
1,1,step_1_candidate_1,RegulatoryBody,MENTIONS_REGULATORY_BODY,"[[""Article"", ""MENTIONS_REGULATORY_BODY"", ""RegulatoryBody""]]",0.47368421052631576,-0.04805491990846683,baseline_article_embedding,rejected,912536a531084b1abe733bf0ef09a945,fundamental
2,0,step_2_candidate_0,CreditRating,HAS_CREDIT_RATING,"[[""Company"", ""HAS_CREDIT_RATING"", ""CreditRating""]]",0.5583524027459954,-0.02517162471395884,last_accepted_winner,rejected,912536a531084b1abe733bf0ef09a945,fundamental
2,1,step_2_candidate_1,RegulatoryAnnouncement,MENTIONS_REGULATORY_ANNOUNCEMENT,"[[""Article"", ""MENTIONS_REGULATORY_ANNOUNCEMENT"", ""RegulatoryAnnouncement""]]",0.5606407322654462,-0.022883295194508046,last_accepted_winner,rejected,912536a531084b1abe733bf0ef09a945,fundamental
3,0,step_3_candidate_0,CorporateAction,ANNOUNCES_CORPORATE_ACTION,"[[""Company"", ""ANNOUNCES_CORPORATE_ACTION"", ""CorporateAction""]]",0.6224256292906178,0.0389016018306636,last_accepted_winner,accepted,912536a531084b1abe733bf0ef09a945,fundamental
3,1,step_3_candidate_1,GeographicRegion,MENTIONS_GEOGRAPHIC_REGION,"[[""Article"", ""MENTIONS_GEOGRAPHIC_REGION"", ""GeographicRegion""]]",0.494279176201373,-0.08924485125858123,last_accepted_winner,rejected,912536a531084b1abe733bf0ef09a945,fundamental
1,0,step_1_candidate_0,EconomicIndicator,REFERENCES,"[[""Article"", ""MENTIONS"", ""EconomicIndicator""]]",0.5881006864988559,0.06636155606407335,baseline_article_embedding,rejected,6e7c0cf8e42d444ab55d0e454ca54435,fundamental
1,1,step_1_candidate_1,EarningsReport,HAS_EARNINGS,"[[""Company"", ""HAS_EARNINGS"", ""EarningsReport""]]",0.6201372997711672,0.09839816933638457,baseline_article_embedding,accepted,6e7c0cf8e42d444ab55d0e454ca54435,fundamental
2,0,step_2_candidate_0,RegulatoryBody,MENTIONS_REGULATORY,"[[""Article"", ""MENTIONS_REGULATORY"", ""RegulatoryBody""]]",0.4439359267734554,-0.17620137299771177,last_accepted_winner,rejected,6e7c0cf8e42d444ab55d0e454ca54435,fundamental
2,1,step_2_candidate_1,CreditRating,HAS_CREDIT_RATING,"[[""Company"", ""HAS_CREDIT_RATING"", ""CreditRating""]]",0.5400457665903889,-0.08009153318077822,last_accepted_winner,rejected,6e7c0cf8e42d444ab55d0e454ca54435,fundamental
3,0,step_3_candidate_0,RegulatoryAnnouncement,HAS_REGULATORY_ANNOUNCEMENT,"[[""Company"", ""HAS_REGULATORY_ANNOUNCEMENT"", ""RegulatoryAnnouncement""]]",0.4965675057208238,-0.12356979405034335,last_accepted_winner,rejected,6e7c0cf8e42d444ab55d0e454ca54435,fundamental
3,1,step_3_candidate_1,MergerAcquisition,ANNOUNCES_M&A,"[[""Company"", ""ANNOUNCES_M&A"", ""MergerAcquisition""]]",0.5080091533180777,-0.11212814645308944,last_accepted_winner,rejected,6e7c0cf8e42d444ab55d0e454ca54435,fundamental
4,0,step_4_candidate_0,MarketIndex,REFERENCES_INDEX,"[[""Article"", ""REFERENCES_INDEX"", ""MarketIndex""]]",0.4096109839816933,-0.21052631578947384,last_accepted_winner,rejected,6e7c0cf8e42d444ab55d0e454ca54435,fundamental
4,1,step_4_candidate_1,Sentiment,HAS_SENTIMENT,"[[""Article"", ""HAS_SENTIMENT"", ""Sentiment""]]",0.31807780320366136,-0.3020594965675058,last_accepted_winner,rejected,6e7c0cf8e42d444ab55d0e454ca54435,fundamental
5,0,step_5_candidate_0,MarketEvent,TRIGGERS,"[[""Article"", ""TRIGGERS"", ""MarketEvent""]]",0.37986270022883295,-0.2402745995423342,last_accepted_winner,rejected,6e7c0cf8e42d444ab55d0e454ca54435,fundamental
5,1,step_5_candidate_1,ProductLaunch,ANNOUNCES_LAUNCH,"[[""Company"", ""ANNOUNCES_LAUNCH"", ""ProductLaunch""]]",0.37757437070938216,-0.242562929061785,last_accepted_winner,rejected,6e7c0cf8e42d444ab55d0e454ca54435,fundamental
1,0,step_1_candidate_0,EconomicIndicator,REFERENCES,"[[""Article"", ""MENTIONS"", ""EconomicIndicator""]]",0.45080091533180777,-0.10755148741418763,baseline_article_embedding,accepted,3caedd7280bb4f1db7acec606cd9b3a5,fundamental
1,1,step_1_candidate_1,RegulatoryBody,MENTIONS_REGULATORY_BODY,"[[""Article"", ""MENTIONS_REGULATORY_BODY"", ""RegulatoryBody""]]",0.44393592677345534,-0.11441647597254007,baseline_article_embedding,rejected,3caedd7280bb4f1db7acec606cd9b3a5,fundamental
2,0,step_2_candidate_0,CreditRating,HAS_CREDIT_RATING,"[[""Company"", ""HAS_CREDIT_RATING"", ""CreditRating""]]",0.6178489702517163,0.16704805491990848,last_accepted_winner,accepted,3caedd7280bb4f1db7acec606cd9b3a5,fundamental
2,1,step_2_candidate_1,Sector,BELONGS_TO,"[[""Company"", ""BELONGS_TO"", ""Sector""]]",0.517162471395881,0.06636155606407323,last_accepted_winner,rejected,3caedd7280bb4f1db7acec606cd9b3a5,fundamental
3,0,step_3_candidate_0,RegulatoryAnnouncement,MENTIONS_REGULATORY_ANNOUNCEMENT,"[[""Article"", ""MENTIONS_REGULATORY_ANNOUNCEMENT"", ""RegulatoryAnnouncement""]]",0.471395881006865,-0.14645308924485123,last_accepted_winner,rejected,3caedd7280bb4f1db7acec606cd9b3a5,fundamental
3,1,step_3_candidate_1,MergerAcquisition,MENTIONS_MERGER_ACQUISITION,"[[""Article"", ""MENTIONS_MERGER_ACQUISITION"", ""MergerAcquisition""]]",0.4851258581235698,-0.13272311212814647,last_accepted_winner,rejected,3caedd7280bb4f1db7acec606cd9b3a5,fundamental
4,0,step_4_candidate_0,RegulatoryAnnouncement,MENTIONS_REGULATORY_ANNOUNCEMENT,"[[""Article"", ""MENTIONS_REGULATORY_ANNOUNCEMENT"", ""RegulatoryAnnouncement""]]",0.562929061784897,-0.05491990846681927,last_accepted_winner,rejected,3caedd7280bb4f1db7acec606cd9b3a5,fundamental
4,1,step_4_candidate_1,Dividend,ANNOUNCES_DIVIDEND,"[[""Company"", ""ANNOUNCES_DIVIDEND"", ""Dividend""]]",0.5011441647597253,-0.11670480549199092,last_accepted_winner,rejected,3caedd7280bb4f1db7acec606cd9b3a5,fundamental
5,0,step_5_candidate_0,RegulatoryAnnouncement,MENTIONS_REGULATORY_ANNOUNCEMENT,"[[""Article"", ""MENTIONS_REGULATORY_ANNOUNCEMENT"", ""RegulatoryAnnouncement""]]",0.5148741418764302,-0.10297482837528604,last_accepted_winner,rejected,3caedd7280bb4f1db7acec606cd9b3a5,fundamental
5,1,step_5_candidate_1,Executive,MENTIONS_EXECUTIVE,"[[""Article"", ""MENTIONS_EXECUTIVE"", ""Executive""]]",0.6155606407322655,-0.0022883295194507935,last_accepted_winner,rejected,3caedd7280bb4f1db7acec606cd9b3a5,fundamental
6,0,step_6_candidate_0,RegulatoryAnnouncement,MENTIONS_REGULATORY_ANNOUNCEMENT,"[[""Article"", ""MENTIONS_REGULATORY_ANNOUNCEMENT"", ""RegulatoryAnnouncement""]]",0.5697940503432495,-0.048054919908466776,last_accepted_winner,rejected,3caedd7280bb4f1db7acec606cd9b3a5,fundamental
6,1,step_6_candidate_1,RegulatoryAnnouncement,MENTIONS_REGULATORY_ANNOUNCEMENT,"[[""Article"", ""MENTIONS_REGULATORY_ANNOUNCEMENT"", ""RegulatoryAnnouncement""]]",0.5789473684210527,-0.0389016018306636,last_accepted_winner,rejected,3caedd7280bb4f1db7acec606cd9b3a5,fundamental
7,0,step_7_candidate_0,RegulatoryBody,ISSUED_BY,"[[""CreditRating"", ""ISSUED_BY"", ""RegulatoryBody""]]",0.5995423340961098,-0.01830663615560646,last_accepted_winner,rejected,3caedd7280bb4f1db7acec606cd9b3a5,fundamental
7,1,step_7_candidate_1,RegulatoryBody,MENTIONS_REGULATORY_BODY,"[[""Article"", ""MENTIONS_REGULATORY_BODY"", ""RegulatoryBody""]]",0.4897025171624714,-0.12814645308924488,last_accepted_winner,rejected,3caedd7280bb4f1db7acec606cd9b3a5,fundamental
1,0,step_1_candidate_0,EconomicIndicator,REFERENCES,"[[""Article"", ""MENTIONS"", ""EconomicIndicator""]]",0.4851258581235698,-0.03661327231121281,baseline_article_embedding,rejected,6429a2d13c654bada325e346516056dc,default
1,1,step_1_candidate_1,RegulatoryBody,MENTIONS_REGULATORY_BODY,"[[""Article"", ""MENTIONS_REGULATORY_BODY"", ""RegulatoryBody""]]",0.6132723112128147,0.09153318077803207,baseline_article_embedding,accepted,6429a2d13c654bada325e346516056dc,default
2,0,step_2_candidate_0,CreditRating,HAS_CREDIT_RATING,"[[""Company"", ""HAS_CREDIT_RATING"", ""CreditRating""]]",0.5274599542334096,-0.08581235697940504,last_accepted_winner,rejected,6429a2d13c654bada325e346516056dc,default
2,1,step_2_candidate_1,GeographicRegion,LOCATED_IN,"[[""Company"", ""LOCATED_IN"", ""GeographicRegion""]]",0.505720823798627,-0.10755148741418763,last_accepted_winner,rejected,6429a2d13c654bada325e346516056dc,default
3,0,step_3_candidate_0,Industry,OPERATES_IN,"[[""Company"", ""OPERATES_IN"", ""Industry""]]",0.32723112128146453,-0.28604118993135014,last_accepted_winner,rejected,6429a2d13c654bada325e346516056dc,default
3,1,step_3_candidate_1,CorporateAction,TRIGGERS,"[[""Article"", ""TRIGGERS"", ""CorporateAction""], [""Company"", ""TRIGGERS"", ""CorporateAction""]]",0.42562929061784893,-0.18764302059496574,last_accepted_winner,rejected,6429a2d13c654bada325e346516056dc,default
1,0,step_1_candidate_0,EconomicIndicator,REFERENCES,"[[""Article"", ""MENTIONS"", ""EconomicIndicator""]]",0.4805491990846682,-0.0778032036613272,baseline_article_embedding,accepted,1788192735a841d7aedf5b6cc6244067,default
1,1,step_1_candidate_1,RegulatoryBody,MENTIONS_REGULATORY_BODY,"[[""Article"", ""MENTIONS_REGULATORY_BODY"", ""RegulatoryBody""]]",0.45308924485125857,-0.10526315789473684,baseline_article_embedding,rejected,1788192735a841d7aedf5b6cc6244067,default
2,0,step_2_candidate_0,CreditRating,ASSIGNMENT,"[[""Article"", ""ASSIGNMENT"", ""CreditRating""]]",0.6109839816933638,0.13043478260869557,last_accepted_winner,accepted,1788192735a841d7aedf5b6cc6244067,default
2,1,step_2_candidate_1,RegulatoryAnnouncement,ANNOUNCED_BY,"[[""RegulatoryAnnouncement"", ""ANNOUNCED_BY"", ""Article""], [""RegulatoryAnnouncement"", ""PUBLISHED_ON"", ""Day""]]",0.49656750572082387,0.016018306636155666,last_accepted_winner,rejected,1788192735a841d7aedf5b6cc6244067,default
3,0,step_3_candidate_0,MergerAcquisition,ANNOUNCES_M&A,"[[""Company"", ""ANNOUNCES_M&A"", ""MergerAcquisition""], [""Article"", ""ANNOUNCES_M&A"", ""MergerAcquisition""]]",0.4302059496567506,-0.1807780320366132,last_accepted_winner,rejected,1788192735a841d7aedf5b6cc6244067,default
3,1,step_3_candidate_1,RegulatoryAnnouncement,ANNOUNCES_REGULATORY,"[[""Company"", ""ANNOUNCES_REGULATORY"", ""RegulatoryAnnouncement""]]",0.49885583524027466,-0.1121281464530891,last_accepted_winner,rejected,1788192735a841d7aedf5b6cc6244067,default
4,0,step_4_candidate_0,RegulatoryAnnouncement,ANNOUNCES_REGULATORY,"[[""Article"", ""ANNOUNCES_REGULATORY"", ""RegulatoryAnnouncement""]]",0.4096109839816934,-0.2013729977116704,last_accepted_winner,rejected,1788192735a841d7aedf5b6cc6244067,default
4,1,step_4_candidate_1,RegulatoryAnnouncement,ANNOUNCES_REGULATORY,"[[""Article"", ""ANNOUNCES_REGULATORY"", ""RegulatoryAnnouncement""]]",0.4439359267734554,-0.16704805491990837,last_accepted_winner,rejected,1788192735a841d7aedf5b6cc6244067,default
5,0,step_5_candidate_0,MarketSentiment,HAS_SENTIMENT,"[[""Article"", ""HAS_SENTIMENT"", ""MarketSentiment""]]",0.47139588100686497,-0.1395881006864988,last_accepted_winner,rejected,1788192735a841d7aedf5b6cc6244067,default
5,1,step_5_candidate_1,RegulatoryAnnouncement,ANNOUNCES_REGULATORY,"[[""Article"", ""ANNOUNCES_REGULATORY"", ""RegulatoryAnnouncement""]]",0.45766590389016015,-0.1533180778032036,last_accepted_winner,rejected,1788192735a841d7aedf5b6cc6244067,default
1,0,step_1_candidate_0,EconomicIndicator,REFERENCES,"[[""Article"", ""MENTIONS"", ""EconomicIndicator""]]",0.3638443935926774,-0.194508009153318,baseline_article_embedding,rejected,97ce828d90464f0d904d89e7107e01f8,event_driven
1,1,step_1_candidate_1,RegulatoryBody,MENTIONS_REGULATORY_BODY,"[[""Article"", ""MENTIONS_REGULATORY_BODY"", ""RegulatoryBody""]]",0.5858123569794049,0.027459954233409523,baseline_article_embedding,accepted,97ce828d90464f0d904d89e7107e01f8,event_driven
2,0,step_2_candidate_0,CreditRating,HAS_CREDIT_RATING,"[[""Company"", ""HAS_CREDIT_RATING"", ""CreditRating""]]",0.540045766590389,-0.04576659038901587,last_accepted_winner,rejected,97ce828d90464f0d904d89e7107e01f8,event_driven
2,1,step_2_candidate_1,GeographicRegion,LOCATED_IN,"[[""Company"", ""LOCATED_IN"", ""GeographicRegion""]]",0.5423340961098398,-0.04347826086956508,last_accepted_winner,rejected,97ce828d90464f0d904d89e7107e01f8,event_driven
3,0,step_3_candidate_0,Industry,OPERATES_IN,"[[""Company"", ""OPERATES_IN"", ""Industry""]]",0.45995423340961095,-0.12585812356979398,last_accepted_winner,rejected,97ce828d90464f0d904d89e7107e01f8,event_driven
3,1,step_3_candidate_1,CorporateAction,DESCRIBES_CORPORATE_ACTION,"[[""Article"", ""DESCRIBES_CORPORATE_ACTION"", ""CorporateAction""]]",0.3180778032036613,-0.2677345537757436,last_accepted_winner,rejected,97ce828d90464f0d904d89e7107e01f8,event_driven
4,0,step_4_candidate_0,MarketIndex,MENTIONS_MARKET_INDEX,"[[""Article"", ""MENTIONS_MARKET_INDEX"", ""MarketIndex""]]",0.5789473684210527,-0.00686498855835227,last_accepted_winner,rejected,97ce828d90464f0d904d89e7107e01f8,event_driven
4,1,step_4_candidate_1,LegalAction,INVOLVES_LEGAL_ACTION,"[[""Article"", ""INVOLVES_LEGAL_ACTION"", ""LegalAction""]]",0.6086956521739131,0.022883295194508158,last_accepted_winner,accepted,97ce828d90464f0d904d89e7107e01f8,event_driven
5,0,step_5_candidate_0,Executive,MENTIONS_EXECUTIVE,"[[""Article"", ""MENTIONS_EXECUTIVE"", ""Executive""]]",0.5537757437070938,-0.05491990846681927,last_accepted_winner,rejected,97ce828d90464f0d904d89e7107e01f8,event_driven
5,1,step_5_candidate_1,Product,MENTIONS_PRODUCT,"[[""Article"", ""MENTIONS_PRODUCT"", ""Product""]]",0.46910755148741423,-0.13958810068649885,last_accepted_winner,rejected,97ce828d90464f0d904d89e7107e01f8,event_driven
6,0,step_6_candidate_0,MarketCap,HAS_MARKET_CAP,"[[""Company"", ""HAS_MARKET_CAP"", ""MarketCap""]]",0.5240274599542334,-0.0846681922196797,last_accepted_winner,rejected,97ce828d90464f0d904d89e7107e01f8,event_driven
6,1,step_6_candidate_1,EarningsReport,HAS_EARNINGS_REPORT,"[[""Company"", ""HAS_EARNINGS_REPORT"", ""EarningsReport""]]",0.34324942791762014,-0.26544622425629294,last_accepted_winner,rejected,97ce828d90464f0d904d89e7107e01f8,event_driven
7,0,step_7_candidate_0,MergersAndAcquisitions,DESCRIBES_M&A,"[[""Article"", ""DESCRIBES_M&A"", ""MergersAndAcquisitions""]]",0.402745995423341,-0.20594965675057209,last_accepted_winner,rejected,97ce828d90464f0d904d89e7107e01f8,event_driven
